image,generated_caption
3653764864.jpg,a man in a blue shirt is jumping in the air
2225530026.jpg,a man in a blue shirt is standing in front of a store
4780479274.jpg,a man in a blue shirt is walking down a sidewalk
80474519.jpg,a man in a blue shirt is standing in front of a building
1508599000.jpg,a man in a black shirt is sitting on a couch
45227677.jpg,a woman in a red shirt and a woman in a red shirt are walking
5126656489.jpg,a man in a blue shirt is working on a <unk>
132305274.jpg,a man in a blue shirt is sitting on a bench
3133403457.jpg,a little boy is playing with a toy
4501954896.jpg,a man in a blue shirt is jumping in the air
317571482.jpg,a man in a blue shirt is standing in front of a store
3359239598.jpg,a man in a white shirt is holding a <unk>
3217620013.jpg,a man in a white shirt is playing tennis
3108378861.jpg,a man in a blue shirt is standing in front of a building
349394363.jpg,a man in a blue shirt is standing on a beach
2591157404.jpg,a group of people are sitting at a table
3628698119.jpg,a black dog is running through a field
358770558.jpg,a man in a black shirt is sitting on a bench
4784959521.jpg,a man in a blue shirt is working on a loom
840202638.jpg,a man in a blue shirt is jumping in the air
2353995765.jpg,a group of people are sitting around a table
2822290399.jpg,a man in a blue shirt is walking in a field
3469585782.jpg,a group of people are dancing in a crowded place
3280672302.jpg,a man in a blue shirt is sitting on a swing
3030566410.jpg,a man in a blue shirt is walking down a street
3259160693.jpg,a man in a red shirt is standing in front of a crowd
2555535057.jpg,a dog runs through the grass
4718819826.jpg,a man in a blue shirt is standing in front of a <unk>
311403792.jpg,a man in a blue shirt is holding a hammer
2885967985.jpg,a young boy in a blue shirt is playing soccer
4439089558.jpg,a man in a black shirt is walking down the street
4138395608.jpg,a man in a blue shirt is standing in front of a large <unk>
4694915413.jpg,a man in a blue shirt is walking down a street
22926358.jpg,a man in a white shirt is playing tennis
1916798494.jpg,a group of people are sitting at a table
4191885641.jpg,a man in a black shirt is standing in front of a store
1460352062.jpg,a little girl is jumping on a trampoline
755326139.jpg,a young girl in a bathing suit is swimming in a pool
2480832276.jpg,a man is climbing a rock wall
4972908930.jpg,a man in a blue shirt is walking down the street
6962167854.jpg,two men are competing in a roller derby game
3342822192.jpg,a man in a red shirt is playing a game of hockey
3751534242.jpg,a man in a blue shirt is holding a cup
3816206376.jpg,a man in a blue shirt is sitting on a bench
241347823.jpg,a football player in a red uniform is tackling another player in a red uniform
4455592041.jpg,a woman in a pink dress is dancing
3429465163.jpg,a little girl in a pink shirt is playing with a toy
4591344824.jpg,a man in a red shirt is holding a red and white bag
3026323500.jpg,a man in a blue shirt is sitting on a bench
4455816629.jpg,a man in a blue shirt is standing in front of a building
4525768834.jpg,a man in a black shirt is sitting on a bench
4823873791.jpg,a man in a blue shirt is sitting on a couch
25534384.jpg,a man in a white shirt is standing in front of a microphone
2474785004.jpg,a young boy in a red shirt is playing soccer
194467990.jpg,a man in a blue shirt is playing a game of golf
136693281.jpg,a man in a blue shirt is playing a trumpet
3664616009.jpg,a man in a blue shirt is standing on a boat
3158929958.jpg,a man in a blue shirt is standing in front of a firetruck
6674943607.jpg,a man in a blue shirt is jumping in the air
2844846111.jpg,a man in a blue shirt is climbing a rock wall
11034843.jpg,a man in a blue shirt is holding a baby
4783219327.jpg,a woman in a red shirt and a woman in a red shirt are walking
1319788022.jpg,a man in a blue shirt is sitting on a bench
2319389144.jpg,a man in a blue shirt is standing in front of a building
7492267690.jpg,a man in a blue shirt is standing in front of a store
6274389805.jpg,a dog is running on a beach
1980315248.jpg,a man in a blue shirt is standing in front of a <unk>
4914416907.jpg,a man in a black shirt is standing in front of a building
2802337003.jpg,a man in a blue shirt is holding a stick
4890093788.jpg,a man in a blue shirt is sitting on a bench
4537332500.jpg,a young boy is sitting on a couch with a baby
472535997.jpg,a young girl in a pink dress is holding a baby
4805120667.jpg,a man in a white shirt is holding a microphone
2347921097.jpg,a black dog is running through a field of grass
2710280476.jpg,a man in a black shirt is jumping in the air
2711709351.jpg,a man in a blue shirt is standing in front of a large tree
4792596961.jpg,a man in a blue shirt is working on a loom
8170798749.jpg,a surfer is riding a wave
2975777425.jpg,a young girl in a red shirt and a girl in a pink dress are walking through a field
18638574.jpg,a group of people are playing a game of instruments
4220683018.jpg,a man in a black shirt is sitting on a couch
3227620119.jpg,a young boy in a blue shirt is playing with a soccer ball
3258071770.jpg,a woman is cooking food in a kitchen
6320815265.jpg,a woman in a black shirt and black pants is walking down a street
4615108782.jpg,a man in a white shirt is standing in front of a large <unk>
2986280913.jpg,a man in a black jacket is running in a field
105223874.jpg,a man in a blue shirt is sitting on a bench
3432730942.jpg,a man in a blue shirt is walking down a street
310030981.jpg,a man in a blue shirt is walking down a sidewalk
1079742005.jpg,a man in a blue shirt is jumping in the air
4973611817.jpg,a man in a blue shirt is walking down the street
4021188118.jpg,a football player in a red uniform is playing soccer
197025804.jpg,a man in a white shirt is sitting at a table with a <unk>
2473689180.jpg,a man in a blue kayak is kayaking
2304374703.jpg,a dog is playing in the snow
129321675.jpg,a group of people are sitting at a table
1752454466.jpg,a dog is running through a field of grass
3298199743.jpg,a man in a blue shirt is jumping in the air
3561537309.jpg,a man in a blue shirt is jumping in the air
2612761536.jpg,a man in a blue shirt is sitting on a bench
492079410.jpg,a group of people are sitting on a dock
4488994542.jpg,a group of people are standing in a circle
2639718164.jpg,a woman in a black shirt and black pants is walking down a street
2565567340.jpg,a man in a blue shirt is standing on a sidewalk
2444664718.jpg,a man in a white shirt is standing in front of a <unk>
4873091038.jpg,a man in a black shirt is walking down the street
2786996501.jpg,a man in a blue shirt is playing a game of golf
136399365.jpg,a man in a blue shirt is holding a baby
3150742439.jpg,a man in a black shirt is walking down the street
3574378184.jpg,a woman in a pink shirt is holding a baby
8144894905.jpg,a man in a blue shirt is playing a game of basketball
2581066814.jpg,a group of bicyclists riding down a road
441176884.jpg,a man in a blue shirt is riding a motorcycle
6885986568.jpg,a man in a blue shirt is standing on a ladder
3593220756.jpg,a man in a blue shirt is jumping in the air
447430161.jpg,a group of people are standing in a field
6104320982.jpg,a man in a blue shirt is standing in front of a store
4177309448.jpg,a man in a blue shirt is standing in a field
3186338070.jpg,a man in a red shirt is skiing
15965185.jpg,a group of people are sitting at a table
4684579817.jpg,a man in a black jacket is sitting on a bench
5970298083.jpg,a man in a blue shirt is standing in front of a building
3249891874.jpg,a group of people are standing in a circle
7249763658.jpg,a group of people are sitting in a circle
3043266735.jpg,a man in a black shirt and a woman in a black shirt are standing in front of a building
4838853770.jpg,a man in a blue shirt is playing a trumpet
4605435037.jpg,a woman in a red dress is walking down a street
6819335909.jpg,a man in a red shirt is riding a bike
3184454192.jpg,a man in a black shirt is playing a guitar
3450135702.jpg,a man in a black shirt is walking down the street
4144960305.jpg,two hockey players are skating in a game
467858872.jpg,a dog is jumping over a hurdle
428979011.jpg,a man in a white shirt is playing a guitar
2863186021.jpg,a man in a black shirt and jeans is walking down a street
352735807.jpg,a group of people are walking down a road
2326730558.jpg,a dog is running through a grassy area
4497204386.jpg,a young boy in a blue shirt is running in a race
3215913313.jpg,a man in a white shirt is sitting in a chair
3526897578.jpg,a dog is running in the grass
3186265813.jpg,a man in a blue shirt is riding a sled
4862788297.jpg,a young girl in a pink shirt is holding a camera
4760173070.jpg,a man in a blue shirt is standing in front of a crowd
4873072568.jpg,a woman in a pink dress is walking on a beach
4328463789.jpg,a man in a blue shirt is sitting on a bench
961189263.jpg,a young boy in a blue shirt is playing with a toy
2229108152.jpg,a man in a blue shirt is walking down a dirt road
4329182834.jpg,a man in a blue shirt is sitting on a couch
2000387055.jpg,a man in a blue shirt is standing in front of a building
6638041153.jpg,a basketball player is dribbling the ball
3298378599.jpg,a man in a blue shirt is standing in front of a building
5615652514.jpg,a man in a blue shirt is standing on a dirt road
4768270751.jpg,a man in a blue shirt is standing in front of a pool
3197960343.jpg,a man in a blue shirt is sitting on a bench
3724946689.jpg,a man in a blue shirt is walking down a street
2390286467.jpg,a man in a black shirt is sitting on a couch
174236758.jpg,a man in a blue shirt is holding a microphone
4889307357.jpg,a man in a blue shirt is standing in front of a store
3539767254.jpg,a man in a blue shirt is standing on a dock overlooking a lake
4866398248.jpg,a man in a blue shirt is standing in front of a building
4604969760.jpg,a group of people are walking on a sidewalk
4357061908.jpg,a man in a white shirt is standing in front of a <unk>
846085364.jpg,a man in a red jacket is playing a red sled
4729676330.jpg,a man in a black shirt is standing in front of a <unk>
4594171071.jpg,a group of people are standing in a field
2413875259.jpg,a woman in a red shirt is holding a red umbrella
3628184570.jpg,a man in a blue shirt is sitting on a bench
